GeneID	seqnames	start	end	width	strand	distance	domain	off_rep2	on_rep1	on_rep2	on_avg	M	A
66	chr1	32292092	32292442	351	*	205538543	0	10.0227674785809	8.65349742184445	19.2086874748124	13.9310924483284	0.437833239731273	3.68133120058307
67	chr1	32651310	32651660	351	*	205179325	0	20.0455349571618	15.3839954166124	17.607963518578	16.4959794675952	-0.266490749633862	4.26219690212932
68	chr1	32886535	32886885	351	*	204944100	0	42.5967617839689	8.65349742184445	36.8166509933905	22.7350742076175	-0.877200420250428	5.00754886536742
69	chr1	34924966	34925055	90	*	202905930	0	75.1707560893569	11.5379965624593	65.6296822056091	38.5838393840342	-0.944325664779442	5.77900247881537
70	chr1	35192614	35192964	351	*	202638021	0	27.5626105660975	4.80749856769136	18.4083254966952	11.6079120321933	-1.17979847088213	4.24615670431204
71	chr1	35633585	35633935	351	*	202197050	0	16.286997152694	19.2299942707654	16.0072395623437	17.6186169165546	0.107058619704362	4.16514469135085
72	chr1	36385630	36385980	351	*	201445005	0	3.75853780446785	4.80749856769136	13.6061536279921	9.20682609784174	1.10094407944302	2.80099037243288
73	chr1	36446480	36446830	351	*	201384155	0	12.5284593482262	11.5379965624593	19.2086874748124	15.3733420186358	0.27535127399957	3.89560128315787
74	chr1	37353721	37354071	351	*	200476914	0	7.51707560893569	13.4609959895358	7.20325780305465	10.3321268962952	0.411988599867945	3.29635245706185
75	chr1	37764425	37764530	106	*	200066455	0	85.1935235679379	7.69199770830618	54.4246145119685	31.0583061101373	-1.42688127308338	5.71606693012597
76	chr1	37795379	37795729	351	*	200035256	0	22.5512268268071	3.84599885415309	18.4083254966952	11.1271621754242	-0.957560223290319	4.07895019768112
77	chr1	38153766	38154116	351	*	199676869	0	33.8268402402106	34.6139896873778	23.2104973653983	28.9122435263881	-0.219463464572788	5.01239594903216
78	chr1	39102742	39103092	351	*	198727893	0	43.8496077187915	36.5369891144543	35.2159270371561	35.8764580758052	-0.282395272640576	5.34582582510227
79	chr1	39898191	39898541	351	*	197932444	0	35.0796861750332	25.9604922655333	28.0126692341014	26.9865807498174	-0.366451552989557	4.98988910832478
80	chr1	40039526	40039876	351	*	197791109	0	8.76992154375831	3.84599885415309	12.0054296717578	7.92571426295542	-0.13037935421099	3.22315729973655
81	chr1	40508450	40508800	351	*	197322185	0	8.76992154375831	10.576496848921	14.4065156061093	12.4915062275151	0.465632541621402	3.52116324765275
82	chr1	43650467	43650817	351	*	194180168	0	16.286997152694	9.61499713538272	10.4047057155234	10.0098514254531	-0.650892286301971	3.78616923834768
83	chr1	43763692	43764042	351	*	194066943	0	17.5398430875166	21.152993697842	13.6061536279921	17.3795736629171	-0.0125257318167744	4.20629426270404
84	chr1	43770915	43771265	351	*	194059720	0	21.2983808919845	28.8449914061482	27.2123072559842	28.0286493310662	0.38053848822082	4.6691362973986
85	chr1	44109029	44109379	351	*	193721606	0	20.0455349571618	13.4609959895358	12.8057916498749	13.1333938197054	-0.574406243708394	4.10823915509206
86	chr1	44500992	44501342	351	*	193329643	0	42.5967617839689	16.3454951301506	27.2123072559842	21.7789011930674	-0.936522824496313	4.97788766324448
87	chr1	44501351	44501701	351	*	193329284	0	26.3097646312749	17.3069948436889	20.8094114310468	19.0582031373678	-0.445224508707803	4.54873272084846
88	chr1	44721612	44721962	351	*	193109023	0	31.3211483705654	30.7679908332247	23.2104973653983	26.9892440993115	-0.20760593314168	4.91060358627898
89	chr1	44819731	44820081	351	*	193010904	0	31.3211483705654	31.729490546763	20.8094114310468	26.2694509889049	-0.245192802944244	4.8918101513777
90	chr1	45147528	45147878	351	*	192683107	0	22.5512268268071	18.2684945572272	10.4047057155234	14.3366001363753	-0.618823517127714	4.24831855076242
91	chr1	45158545	45158895	351	*	192672090	0	25.0569186964523	23.0759931249185	15.2068775842265	19.1414353545725	-0.371499992374208	4.51784458996714
92	chr1	45172713	45173063	351	*	192657922	0	13.7813052830488	10.576496848921	14.4065156061093	12.4915062275151	-0.131722250659875	3.81984064379338
93	chr1	45204956	45205306	351	*	192625679	0	38.8382239795011	29.8064911196864	29.6133931903358	29.7099421550111	-0.37544753745057	5.12835765848074
94	chr1	45583931	45584281	351	*	192246704	0	10.0227674785809	16.3454951301506	15.2068775842265	15.7761863571886	0.605928306891281	3.76537873416307
95	chr1	45686561	45686911	351	*	192144074	0	12.5284593482262	12.4994962759975	11.2050676936406	11.8522819848191	-0.0739730116266077	3.72093914034478
96	chr1	45688074	45688424	351	*	192142561	0	11.2756134134035	10.576496848921	14.4065156061093	12.4915062275151	0.136256305645976	3.68585136564046
97	chr1	45863220	45863570	351	*	191967415	0	15.0341512178714	13.4609959895358	11.2050676936406	12.3330318415882	-0.266143108587557	3.87000452604274
98	chr1	46302223	46302573	351	*	191528412	0	27.5626105660975	6.7304979947679	21.609773409164	14.1701357019659	-0.912893853830718	4.37960901283774
99	chr1	50977595	50977945	351	*	186853040	0	12.5284593482262	5.76899828122963	12.8057916498749	9.28739496555229	-0.395119850485347	3.56036572091541
100	chr1	51203144	51203494	351	*	186627491	0	20.0455349571618	13.4609959895358	15.2068775842265	14.3339367868812	-0.456786044503236	4.16704925469463
101	chr1	51534955	51535305	351	*	186295680	0	17.5398430875166	25.9604922655333	15.2068775842265	20.5836849248799	0.219312159600044	4.32221320841245
102	chr1	51618464	51618814	351	*	186212171	0	8.76992154375831	2.88449914061482	12.8057916498749	7.84514539524488	-0.143461118915035	3.21661641738453
103	chr1	52007450	52007800	351	*	185823185	0	17.5398430875166	9.61499713538272	24.8112213216327	17.2131092285077	-0.0256518024787029	4.19973122737307
104	chr1	52141903	52142253	351	*	185688732	0	21.2983808919845	14.4224957030741	20.0090494529296	17.2157725780018	-0.291750773596545	4.33299166648992
105	chr1	52142412	52142762	351	*	185688223	0	23.8040727616297	19.2299942707654	27.2123072559842	23.2211507633748	-0.0343096165993728	4.61535031327193
106	chr1	53327383	53327733	351	*	184503252	0	26.3097646312749	6.7304979947679	17.607963518578	12.169230756673	-1.05224580320538	4.24522207359967
107	chr1	53398287	53398637	351	*	184432348	0	10.0227674785809	17.3069948436889	19.2086874748124	18.2578411592507	0.804959497548082	3.86489432949147
108	chr1	53889430	53889780	351	*	183941205	0	13.7813052830488	8.65349742184445	13.6061536279921	11.1298255249183	-0.285214875314672	3.74309433146599
109	chr1	54488191	54488541	351	*	183342444	0	11.2756134134035	28.8449914061482	23.2104973653983	26.0277443857732	1.138645998114	4.18704621187447
110	chr1	54489261	54489611	351	*	183341374	0	21.2983808919845	21.152993697842	13.6061536279921	17.3795736629171	-0.278835656492544	4.33944922504192
111	chr1	56453305	56453655	351	*	181377330	0	8.76992154375831	19.2299942707654	10.4047057155234	14.8173499931444	0.695089031889363	3.63589149278673
112	chr1	56579510	56579860	351	*	181251125	0	57.6309130018403	28.8449914061482	33.6152030809217	31.2300972435349	-0.863252981333945	5.44196312680795
113	chr1	56584926	56585276	351	*	181245709	0	38.8382239795011	26.9219919790716	15.2068775842265	21.0644347816491	-0.852430541639992	4.88986615638603
114	chr1	61050140	61050490	351	*	176780495	0	27.5626105660975	32.6909902603012	20.0090494529296	26.3500198566154	-0.0625859644245006	4.80476295754085
115	chr1	61050681	61051031	351	*	176779954	0	16.286997152694	18.2684945572272	12.8057916498749	15.5371431035511	-0.0639772653027002	4.07962674884732
116	chr1	61058484	61058834	351	*	176772151	0	23.8040727616297	17.3069948436889	26.4119452778671	21.859470060778	-0.117785067994043	4.57361258757459
117	chr1	61077023	61077373	351	*	176753612	0	26.3097646312749	34.6139896873778	22.4101353872811	28.5120625373295	0.111887870966433	4.82728891068558
118	chr1	61111574	61111924	351	*	176719061	0	20.0455349571618	29.8064911196864	20.0090494529296	24.907770286308	0.299870675400203	4.54537761464635
119	chr1	61319753	61320103	351	*	176510882	0	22.5512268268071	16.3454951301506	17.607963518578	16.9767293243643	-0.38967165280471	4.36289448292392
120	chr1	61338940	61339290	351	*	176491695	0	35.0796861750332	17.3069948436889	32.0144791246873	24.6607369841881	-0.491624184268246	4.92730279268544
121	chr1	62198439	62198789	351	*	175632196	0	40.0910699143237	21.152993697842	24.8112213216327	22.9821075097373	-0.776866449277882	4.97231976561146
122	chr1	62386397	62386747	351	*	175444238	0	21.2983808919845	16.3454951301506	32.0144791246873	24.179987127419	0.175338587117833	4.56653634684711
123	chr1	62688368	62688718	351	*	175142267	0	10.0227674785809	5.76899828122963	12.0054296717578	8.88721397649369	-0.156850525712299	3.38398931786128
124	chr1	63630308	63630658	351	*	174200327	0	6.26422967411308	10.576496848921	9.6043437374062	10.0904202931636	0.610432317942277	3.16602597620153
125	chr1	64470005	64470355	351	*	173360630	0	23.8040727616297	21.152993697842	17.607963518578	19.38047860821	-0.283389095024319	4.49081057405945
126	chr1	64471337	64471687	351	*	173359298	0	20.0455349571618	18.2684945572272	23.2104973653983	20.7394959613127	0.0468043092472534	4.41884443156988
127	chr1	64472292	64472642	351	*	173358343	0	17.5398430875166	14.4224957030741	16.8076015404609	15.6150486217675	-0.158138518830527	4.13348786919716
128	chr1	64497519	64497869	351	*	173333116	0	18.7926890223392	19.2299942707654	9.6043437374062	14.4171690040858	-0.360429756358572	4.12668084605422
129	chr1	64744486	64744836	351	*	173086149	0	7.51707560893569	2.88449914061482	9.6043437374062	6.24442143901051	-0.233487680651373	2.97361431680219
130	chr1	65166109	65166459	351	*	172664526	0	15.0341512178714	9.61499713538272	17.607963518578	13.6114803269804	-0.134045636725593	3.93605326197372
131	chr1	65167490	65167840	351	*	172663145	0	20.0455349571618	8.65349742184445	15.2068775842265	11.9301875030355	-0.702770985971971	4.04405678396027
132	chr1	65309757	65310107	351	*	172520878	0	12.5284593482262	14.4224957030741	22.4101353872811	18.4163155451776	0.521271908548705	4.01856160043244
133	chr1	68474934	68475284	351	*	169355701	0	10.0227674785809	6.7304979947679	9.6043437374062	8.16742086608705	-0.265898673186163	3.32946524412435
134	chr1	68600186	68600536	351	*	169230449	0	18.7926890223392	18.2684945572272	9.6043437374062	13.9364191473167	-0.406133311046031	4.10382906871049
135	chr1	68761051	68761401	351	*	169069584	0	12.5284593482262	17.3069948436889	12.0054296717578	14.6562122577233	0.210737669150588	3.86329448073338
136	chr1	68819440	68819790	351	*	169011195	0	17.5398430875166	31.729490546763	15.2068775842265	23.4681840654947	0.400278000388598	4.41269612880672
137	chr1	68826803	68827153	351	*	169003832	0	63.8951426759534	52.882484244605	48.8220806651482	50.8522824548766	-0.32370300268812	5.85818709180525
138	chr1	68827824	68828174	351	*	169002811	0	8.76992154375831	18.2684945572272	13.6061536279921	15.9373240926096	0.793787081070494	3.68524051737729
139	chr1	68970634	68970984	351	*	168860001	0	36.3325321098558	30.7679908332247	16.0072395623437	23.3876151977842	-0.614284676352488	4.91521912065463
140	chr1	68977286	68977636	351	*	168853349	0	12.5284593482262	17.3069948436889	13.6061536279921	15.4565742358405	0.28266648999604	3.89925889115611
141	chr1	69058488	69058838	351	*	168772147	0	23.8040727616297	18.2684945572272	28.0126692341014	23.1405818956643	-0.0391165747888609	4.61294683417718
142	chr1	69077350	69077700	351	*	168753285	0	25.0569186964523	25.9604922655333	25.6115832997499	25.7860377826416	0.039814700809595	4.72350193655904
143	chr1	69152928	69153278	351	*	168677707	0	30.0683024357428	31.729490546763	28.8130312122186	30.2712608794908	0.00939397580850621	4.96206849790948
144	chr1	69676006	69676356	351	*	168154629	0	23.8040727616297	16.3454951301506	24.8112213216327	20.5783582258917	-0.200991924113555	4.53200915951484
145	chr1	70221305	70221655	351	*	167609330	0	17.5398430875166	10.576496848921	16.0072395623437	13.2918682056323	-0.37543451863252	4.02483986929616
146	chr1	70251187	70251537	351	*	167579448	0	16.286997152694	15.3839954166124	19.2086874748124	17.2963414457124	0.081867908028765	4.15254933551305
147	chr1	70373656	70374006	351	*	167456979	0	11.2756134134035	8.65349742184445	12.0054296717578	10.3294635468011	-0.115715567159369	3.55986542923779
148	chr1	70410770	70411120	351	*	167419865	0	8.76992154375831	18.2684945572272	12.8057916498749	15.5371431035511	0.759291139353923	3.66799254651901
149	chr1	70546747	70547097	351	*	167283888	0	12.5284593482262	27.8834916926099	16.0072395623437	21.9453656274768	0.762205244572721	4.13902826844445
150	chr1	70587873	70588223	351	*	167242762	0	27.5626105660975	19.2299942707654	26.4119452778671	22.8209697743163	-0.261895696982045	4.70510809126208
151	chr1	71853373	71853723	351	*	165977262	0	33.8268402402106	25.9604922655333	24.8112213216327	25.385856793583	-0.400434755381343	4.92191030362788
152	chr1	71857751	71858101	351	*	165972884	0	11.2756134134035	24.0374928384568	12.8057916498749	18.4216422441659	0.661870078570666	3.9486582521028
153	chr1	72019164	72019514	351	*	165811471	0	28.8154565009202	22.1144934113803	15.2068775842265	18.6606854978034	-0.600746801691018	4.59761511990579
154	chr1	72023306	72023656	351	*	165807329	0	31.3211483705654	18.2684945572272	31.2141171465702	24.7413058518987	-0.328393214882809	4.85020994540842
155	chr1	72623355	72623705	351	*	165207280	0	8.76992154375831	14.4224957030741	8.00361978117184	11.213057742123	0.322005566291901	3.44934975998799
156	chr1	72965324	72965674	351	*	164865311	0	23.8040727616297	19.2299942707654	20.0090494529296	19.6195218618475	-0.266566147690123	4.49922204772655
157	chr1	72997039	72997389	351	*	164833596	0	23.8040727616297	29.8064911196864	30.413755168453	30.1101231440697	0.326807078859437	4.79590866100133
158	chr1	73009280	73009630	351	*	164821355	0	23.8040727616297	16.3454951301506	17.607963518578	16.9767293243643	-0.464446465050047	4.40028188904659
159	chr1	73009915	73010265	351	*	164820720	0	16.286997152694	11.5379965624593	21.609773409164	16.5738849858116	0.0237458705971489	4.12348831679724
160	chr1	73096798	73097148	351	*	164733837	0	26.3097646312749	24.0374928384568	15.2068775842265	19.6221852113416	-0.405219665624056	4.56873514239033
161	chr1	73206896	73207246	351	*	164623739	0	62.6422967411308	43.2674871092222	44.8202707745623	44.0438789418923	-0.498654830918317	5.74258658042164
162	chr1	73418217	73418567	351	*	164412418	0	10.0227674785809	6.7304979947679	12.0054296717578	9.36796383326283	-0.0883538950627329	3.41823763318606
163	chr1	73659109	73659459	351	*	164171526	0	28.8154565009202	29.8064911196864	29.6133931903358	29.7099421550111	0.0426453690041564	4.91931120525338
164	chr1	73697438	73697788	351	*	164133197	0	16.286997152694	8.65349742184445	13.6061536279921	11.1298255249183	-0.511128487690019	3.85605113765366
165	chr1	73730213	73730563	351	*	164100422	0	17.5398430875166	12.4994962759975	13.6061536279921	13.0528249519948	-0.39976885811405	4.0126726995554
166	chr1	73998278	73998628	351	*	163832357	0	15.0341512178714	27.8834916926099	7.20325780305465	17.5433747478323	0.209755841518584	4.10795400109581
167	chr1	74430472	74430822	351	*	163400163	0	25.0569186964523	23.0759931249185	18.4083254966952	20.7421593108069	-0.261171263307629	4.57300895450043
168	chr1	74468941	74469291	351	*	163361694	0	20.0455349571618	24.9989925519951	16.0072395623437	20.5031160571694	0.0310315565689843	4.41095805523075
169	chr1	75304995	75305345	351	*	162525640	0	32.573994305388	8.65349742184445	20.0090494529296	14.331273437387	-1.1308666507116	4.5038389545198
170	chr1	75339170	75339520	351	*	162491465	0	17.5398430875166	13.4609959895358	16.8076015404609	15.1342987649983	-0.200498157495734	4.11230804986456
171	chr1	75342806	75343156	351	*	162487829	0	51.3666833277272	39.4214882550692	36.8166509933905	38.1190696242298	-0.420777174982193	5.50018874120462
172	chr1	75529515	75529865	351	*	162301120	0	16.286997152694	21.152993697842	20.0090494529296	20.5810215753858	0.320075872323033	4.27165331766018
173	chr1	77683497	77683847	351	*	160147138	0	15.0341512178714	12.4994962759975	9.6043437374062	11.0519200067019	-0.411884983102572	3.79713358878523
174	chr1	77972416	77972766	351	*	159858219	0	3.75853780446785	14.4224957030741	8.00361978117184	11.213057742123	1.35983421042258	2.93043543792266
175	chr1	78967350	78967700	351	*	158863285	0	21.2983808919845	27.8834916926099	22.4101353872811	25.1468135399455	0.229696180414547	4.59371514349547
176	chr1	79235614	79235964	351	*	158595021	0	22.5512268268071	18.2684945572272	20.8094114310468	19.538952994137	-0.197439574587386	4.45901052203258
177	chr1	79726953	79727303	351	*	158103682	0	26.3097646312749	22.1144934113803	22.4101353872811	22.2623143993307	-0.2314222406693	4.65563385486771
178	chr1	79979325	79979675	351	*	157851310	0	26.3097646312749	24.9989925519951	23.2104973653983	24.1047449586967	-0.121456811700081	4.71061656935232
179	chr1	80825115	80825465	351	*	157005520	0	22.5512268268071	24.9989925519951	19.2086874748124	22.1038400134037	-0.0276695572616923	4.54389553069543
180	chr1	80892629	80892979	351	*	156938006	0	13.7813052830488	20.1914939843037	14.4065156061093	17.2990047952065	0.307991514379238	4.03969752631294
181	chr1	80920561	80920911	351	*	156910074	0	6.26422967411308	10.576496848921	12.0054296717578	11.2909632603394	0.758716263868545	3.24016794916466
182	chr1	80973143	80973493	351	*	156857492	0	11.2756134134035	12.4994962759975	16.0072395623437	14.2533679191706	0.313332704668667	3.7743895651518
183	chr1	81013492	81013842	351	*	156817143	0	13.7813052830488	24.9989925519951	21.609773409164	23.3043829805795	0.717442834416048	4.24442318633135
184	chr1	81052097	81052447	351	*	156778538	0	7.51707560893569	6.7304979947679	15.2068775842265	10.9686877894972	0.49083492601758	3.33577562013667
185	chr1	81407463	81407813	351	*	156423172	0	17.5398430875166	8.65349742184445	16.8076015404609	12.7305494811527	-0.433239672051292	3.99593729258678
186	chr1	81454076	81454426	351	*	156376559	0	48.860991458082	33.6524899738395	31.2141171465702	32.4333035602048	-0.57662565493944	5.35152683772072
187	chr1	81667241	81667591	351	*	156163394	0	26.3097646312749	16.3454951301506	24.8112213216327	20.5783582258917	-0.339831777744303	4.60142908633021
188	chr1	81724311	81724661	351	*	156106324	0	17.5398430875166	14.4224957030741	13.6061536279921	14.0143246655331	-0.304289448846498	4.06041240418917
189	chr1	81802884	81803234	351	*	156027751	0	16.286997152694	7.69199770830618	12.0054296717578	9.84871369003197	-0.67216329122487	3.77553373588623
190	chr1	81808796	81809146	351	*	156021839	0	7.51707560893569	7.69199770830618	11.2050676936406	9.44853270097337	0.294870295026494	3.23779330464112
191	chr1	81849035	81849385	351	*	155981600	0	26.3097646312749	13.4609959895358	17.607963518578	15.5344797540569	-0.723939227471177	4.40937536146677
192	chr1	82455665	82456015	351	*	155374970	0	12.5284593482262	10.576496848921	16.0072395623437	13.2918682056323	0.0791969638218166	3.797524128069
